2,-7.6248,-10.13
2,-11.617,-3.2872
3,-13.757,-74.786
3,-50.286,-7.1552
3,48.515,-1.92
2,3.1503,15.8
1,1.0788,0.84547
1,5.007,4.1261
2,18.472,7.8001
3,-44.291,30.271
2,-18.203,6.1211
1,-0.88377,0.99214
1,0.13503,-1.5875
1,-2.6622,-2.7609
1,0.058357,-0.41986
2,19.983,-8.9694
2,33.349,-5.7684
2,8.0774,21.186
3,37.04,44.135
2,-3.0633,-8.7259
3,31.756,21.239
2,-11.362,-1.8291
3,-76.028,-14.674
1,0.070828,-0.084379
3,-43.551,4.1573
1,-2.4601,1.9467
3,-22.481,-41.779
3,-3.4599,-62.927
1,-3.321,-0.42065
1,-2.0064,2.8467
1,1.5751,2.1678
3,-30.491,-18.316
3,-4.3897,57.413
2,17.896,5.1328
3,1.817,-58.601
3,2.9001,63.931
1,-0.12398,0.046935
2,-4.1492,-10.07
2,-9.1627,11.186
3,-5.3271,-61.915
1,-3.5505,2.7645
2,-4.3225,-9.7221
2,-4.4901,-15.117
2,-13.261,5.0295
3,47.916,5.924
1,-1.23,2.2091
3,-53.607,27.608
2,-1.2344,9.6397
1,0.47074,1.3625
1,0.050886,-0.10517
3,-48.681,22.937
2,13.035,-11.095
1,-0.8201,0.66824
2,2.192,-18.164
2,-22.728,17.223
1,0.45754,-1.1879
3,1.2397,-38.849
1,-0.0021639,0.0020997
3,11.165,51.498
1,0.070762,-0.2727
3,58.928,-19.432
1,-0.016127,0.030429
1,-0.02695,-0.049959
1,-2.8501,1.1566
2,10.966,-18.948
3,5.4327,-45.645
2,6.872,12.005
2,9.3492,-11.019
2,18.584,-1.1842
2,-8.2813,-0.75256
3,30.834,-27.432
2,-7.4484,-4.5983
3,49.371,72.405
1,0.46204,1.4178
3,-38.144,25.244
1,-0.00066672,-0.081983
1,1.6453,-3.2001
2,3.2715,-12.754
2,-3.7413,8.1459
2,-17.489,-3.8015
2,18.336,11.628
3,32.461,27.445
2,11.627,13.407
2,-7.5199,-15.636
2,-17.208,0.52161
3,22.593,56.76
3,-56.636,1.7778
1,0.44809,0.59765
2,10.243,3.6857
2,12.909,-17.602
2,-13.366,-5.3464
3,52.043,-24.646
1,-0.53402,-1.5335
1,-0.86426,-0.49506
1,3.2449,-7.4474
3,27.835,-26.465
2,13.713,-0.95692
2,25.527,0.083785
2,5.7799,-6.5198
2,-10.781,-9.2152
