2,5.9141,20.682
1,0.7738,-0.56479
1,0.30676,-3.8712
3,43.386,-39.485
1,-0.34847,1.5612
2,-11.022,-21.049
2,-5.6559,-9.4655
1,0.13531,0.13165
2,-20.328,13.386
2,-2.3174,14.463
1,-0.033016,-0.15535
3,-11.626,54.61
1,0.041912,-0.032008
1,1.3614,-2.6076
1,-0.20619,0.17052
2,-8.3592,0.11015
1,-0.39626,-1.0964
2,7.8171,-13.338
1,-0.55159,-0.45416
1,-0.96597,-0.49018
3,-29.18,56.353
1,-0.26512,0.074457
2,-3.0568,-13.205
3,51.488,-45.736
2,-3.2486,-17.542
3,35.791,4.2048
3,-20.195,-39.497
2,-24.321,9.8941
2,-19.751,8.1345
1,0.089043,0.080551
3,19.659,-45.679
1,-0.32757,0.64434
1,0.10773,4.5448
3,-30.787,46.732
2,-11.217,11.12
3,-44.578,-13.425
2,-21.223,-8.7006
1,-1.0133,0.77761
1,-0.13391,0.099718
3,-61.666,-5.9727
2,-13.095,-19.943
2,9.6436,-3.0722
2,-3.42,-19.486
1,-2.9087,2.111
1,0.5264,-0.9314
3,26.835,30.184
3,51.514,20.571
1,2.8485,1.6665
1,0.8689,1.4463
1,-0.49523,0.98384
1,-0.26269,0.77959
2,17.216,1.2658
2,-15.696,-4.0201
3,49.946,34.114
2,5.8794,7.7305
1,-1.2477,-1.3479
2,10.127,-12.349
1,0.99555,-0.16267
1,-0.066175,-0.031567
1,2.3784,-0.047077
1,-0.90734,-0.3173
1,-1.4117,-0.13755
1,-0.18076,0.32548
1,-2.3346,1.0985
1,-1.2232,0.063029
1,0.089101,0.042639
1,2.1236,-1.8082
3,47.004,20.212
3,-53.59,22.718
2,4.8654,-9.3119
1,-0.060354,0.047099
1,-2.3726,-2.0516
1,1.2572,-2.7319
3,32.598,-28.292
3,49.636,-22.935
2,7.5342,19.307
1,-0.13647,2.5284
1,0.48918,-0.36553
2,-12.385,-8.2317
3,-53.007,-1.2792
1,-3.0804,-2.6413
1,1.5782,-3.3857
2,-9.8255,-1.9955
1,0.060802,0.19578
3,-57.243,17.063
2,-18.132,8.8249
3,60.702,-13.148
2,-8.8795,-8.3441
2,-5.2946,-14.82
1,-0.24462,-1.2896
2,-7.5173,10.783
1,-4.0602,-0.4351
3,-49.924,-18.577
3,24.596,36.933
2,-17.99,-7.3929
3,-14.959,-41.389
1,-0.3529,0.17577
