1.9135,-1.1637
8.8645,-4.2428
-1.9605,0.77547
4.1733,1.9497
-6.0869,-2.0238
0.45591,0.97432
-4.1861,-0.50495
0.93668,0.88143
-6.7819,-3.2389
-11.626,-4.6577
3.4391,-0.90622
-2.1788,1.5152
-8.7369,-3.9922
-0.74876,-1.7826
4.0971,0.29548
7.8073,-2.2391
2.3565,-0.84106
-0.74313,0.50806
10.035,-6.7129
-1.2502,-0.16683
-8.2116,-2.3708
1.3093,-0.27951
-10.721,-8.0526
-9.3181,-5.0062
-7.6458,-4.0632
1.4455,-1.3736
0.94211,-0.24173
-2.1365,1.2064
-10.936,-4.5871
-9.0631,-3.4583
10.156,-7.0032
5.9893,-1.6283
0.23855,0.71451
1.522,-0.24436
4.393,-0.21103
4.0652,0.5921
-7.1642,0.93548
8.4515,-4.3837
-9.1975,-1.7764
8.0046,-3.8445
-6.8806,-0.5366
-0.42995,0.78323
-0.82546,0.86329
-0.95374,-0.30423
-8.0715,-3.7509
11.809,-6.8817
5.7642,-1.6923
-10.346,-8.3333
3.2805,1.2333
5.5181,0.0935
6.7273,-2.964
5.4455,-0.052844
0.42798,0.93452
2.2922,1.1426
-6.0477,-0.93057
-5.0597,0.61781
-8.6206,-3.776
-3.8433,-0.62781
0.41277,-0.63713
3.7854,2.6157
-11.767,-6.5556
4.0642,0.92312
-10.57,-3.2236
-11.033,-9.2898
-2.7804,0.61889
-4.7113,0.53874
-13.634,-8.3103
-9.2228,-6.6659
13.228,-8.9244
-0.64781,-0.99528
3.086,-1.1045
8.3048,-2.0465
11.032,-5.5895
-8.5521,-5.1694
-8.0131,-2.7224
-1.6298,-1.334
6.7756,-2.5343
-8.064,-2.0492
-8.0974,-3.6356
-0.7564,-2.4364
6.8201,-0.65829
5.1713,-1.888
-10.536,-6.2307
-2.3182,0.66008
8.1159,-3.684
5.3381,-1.2571
-11.212,-3.7906
0.041793,-0.39414
-8.3428,-2.9144
-6.7134,-0.21858
1.5215,-1.6112
0.28474,1.0244
1.1395,1.3167
4.0348,1.3616
1.7184,-1.0069
-4.2303,-0.69054
-10.308,-3.9297
-4.857,0.76407
2.9391,1.9324
-8.7515,-2.4692
-10.158,-3.3176
12.513,-6.7245
0.55365,-0.23899
8.2853,-3.4506
6.2659,-1.8852
-9.4752,-1.2927
-6.8698,-1.393
-10.22,-4.1268
-1.8879,0.7529
-2.8313,0.55056
-6.7408,-0.99922
-14.072,-7.6143
7.8299,-2.1715
-2.21,0.95285
2.5571,0.12395
-9.7755,-3.9043
-1.9643,-0.70675
-0.016514,0.67167
-1.9152,-0.98977
-8.641,-3.7368
0.6778,0.14383
-6.7675,-2.2037
11.834,-5.1656
-0.40952,-0.68697
-9.6478,-4.2246
-9.0267,-6.7522
8.2164,-3.4594
3.682,0.78546
-3.2423,0.36957
11.727,-7.2813
1.094,-1.1883
0.4536,-1.1287
-7.9526,-1.7105
-5.2495,0.71827
7.4991,-2.199
0.94368,2.572
6.2452,-1.8285
11.291,-5.4511
3.5209,1.3086
-7.7666,-2.1733
-6.8107,-1.8723
-3.1594,0.18151
-10.769,-4.429
-4.0318,0.95575
9.8395,-5.0022
-7.902,-3.7767
-0.24145,2.0128
3.5269,-0.42585
11.228,-7.3553
7.8539,-3.7291
1.4982,-0.0012578
4.5168,-0.18717
9.8314,-3.5927
-1.249,0.67596
0.020509,1.9387
12.068,-7.4115
1.5324,0.5822
2.6458,-0.4439
-2.0423,-0.24296
7.4352,-2.6026
-1.2425,0.76449
-0.30641,0.8804
8.2155,-2.5672
-0.1968,-0.34495
0.93021,-0.48074
-10.161,-6.0888
1.2039,-0.54314
-8.7904,-3.1091
-1.1213,0.15828
0.63826,0.46558
2.62,1.5577
8.1887,-3.9427
-3.5981,-0.14477
-1.5625,-0.17321
-7.1151,1.7328
-6.3926,-0.52947
3.823,-1.1785
3.0121,-0.10284
-1.4807,-1.3536
-1.4704,-0.58014
6.7105,-3.447
-10.011,-4.1178
6.4936,-1.2753
13.533,-7.8819
-5.9334,-1.9039
-9.0833,-5.8979
0.5995,0.74993
7.6559,-3.5193
-4.7725,-1.4193
-10.155,-3.8164
3.7006,-0.34686
1.2789,-0.89676
3.6917,-1.0545
-7.63,-2.1972
3.9334,1.7237
-7.061,-1.1546
-0.75998,-0.24856
-11.005,-3.9675
7.1728,-0.48391
-9.9087,-4.0916
-9.6922,-5.0108
11.28,-7.7514
0.081417,0.47624
-10.745,-4.8215
-1.6688,-1.0795
0.22806,-0.26734
-7.7376,-2.7129
7.8651,-3.4809
3.9205,1.4512
-0.25136,-0.70301
-7.048,-4.145
4.7093,0.93853
-10.317,-5.5261
7.6376,-1.9733
-7.4337,-3.5011
-11.052,-6.2557
-2.4116,-0.30266
-7.8882,-3.4352
-3.9243,0.31489
-2.2171,0.41408
8.8101,-4.0657
-1.694,-1.8923
0.6234,0.16509
5.7901,-0.16893
-10.714,-6.4923
-3.9754,-1.2765
-10.725,-5.0859
9.4506,-4.124
-5.5143,0.31276
5.8583,-1.0905
-2.4231,1.0061
-4.9718,-0.97171
0.50666,0.98748
-0.27713,-0.67634
10.505,-3.8365
-2.7269,-1.1961
9.302,-3.7213
1.7014,0.6956
-4.2866,0.53846
-0.75874,0.9831
0.79617,-0.1381
7.7189,-2.2048
