1,2.9099,4.3422
1,-3.8455,2.1309
2,6.8349,-8.7199
1,2.0008,0.055486
2,8.3235,5.8764
2,3.6365,-1.6251
2,-3.2902,12.379
2,20.165,-3.0635
2,-22.325,4.4962
2,15.428,-8.4209
2,17.375,-16.028
2,-11.543,6.3006
1,0.025591,-0.32431
1,-0.034538,0.018154
1,2.8866,8.4565
1,0.86578,-0.741
2,-8.4721,10.929
1,0.03251,-0.021227
1,-3.3153,0.25592
2,10.83,1.6402
1,-0.13481,0.14789
2,-16.97,-26.333
2,-11.047,9.9053
2,6.6843,18.143
2,-19.318,-1.3295
2,10.506,-11.961
1,-2.2207,0.7071
1,-1.6643,1.5529
1,-2.4838,-4.0436
1,-2.8666,0.25081
2,-10.923,-4.4338
2,9.033,4.0147
2,19.619,-7.542
2,-20.081,-2.5371
1,0.25481,-2.5689
1,0.044848,0.062244
1,-0.033218,-0.49098
1,0.5253,4.8711
2,-20.683,1.8866
1,0.90869,1.8496
1,0.31848,-2.0928
1,-0.011391,0.41515
1,-0.18159,0.1283
2,3.0675,12.47
2,0.30935,29.639
1,1.6325,0.2764
2,16.055,4.3421
1,0.49006,0.35174
1,-0.08459,0.056323
2,9.5554,7.2874
1,-2.2287,0.21756
2,-14.623,16.364
1,0.028036,4.6773
1,0.139,3.9726
2,10.757,-16.384
1,1.1049,0.088235
2,23.618,-1.2592
2,16.457,11.772
2,19.267,-2.2608
2,-15.716,-6.7355
1,1.1122,-0.44836
2,10.313,14.758
2,-11.35,-1.7141
2,-12.898,-6.8168
1,0.021428,0.0013752
2,-7.1432,-8.7976
1,0.23505,-0.16913
2,-14.386,-6.026
2,-11.355,-3.0051
1,1.4604,-1.3057
1,-0.12559,-1.465
2,10.546,8.3206
1,0.012526,-0.0060234
1,1.626,1.149
2,11.966,-5.731
1,-1.3023,0.23022
2,1.6648,10.696
2,9.7375,-0.76317
2,4.7432,13.93
1,0.16973,1.3983
1,-0.25347,-0.85778
1,-0.41541,-0.13405
2,-11.847,-1.8259
2,-8.7785,-14.801
2,-3.0702,25.219
1,-0.23596,0.024387
1,-2.1809,0.53672
1,0.34947,2.7924
2,-11.2,-15.381
2,-8.7326,17.308
2,-5.1367,-17.989
1,-0.20774,0.10977
1,1.8676,-0.54092
2,-11.814,6.9402
1,0.089953,-1.0746
1,-2.6034,-2.68
1,0.4333,-0.33559
2,10.001,-14.615
2,-0.45757,10.567
2,-15.421,-5.4373
1,2.6054,-0.052566
2,1.7856,-10.916
2,8.4159,5.2077
1,-2.442,-0.76057
1,1.5935,-0.89583
2,-20.746,12.051
2,25.423,2.4674
1,2.1914,-1.1537
2,-10.689,1.988
1,0.21077,-0.063421
1,0.53847,0.7952
1,0.6066,0.41227
1,0.96493,3.8337
1,-3.197,1.9935
1,1.2021,0.62271
1,5.1337,4.8047
2,5.3943,11.067
2,14.821,-1.4862
2,-15.275,-14.846
1,-1.3399,2.1301
1,3.1211,-4.4987
2,7.7163,-8.0688
1,3.3312,-4.4317
1,-0.23327,1.5705
1,-2.61,-1.8529
2,-21.024,0.88164
2,-0.12618,-10.269
2,1.8876,10.957
2,7.1862,-13.293
2,-19.652,2.7948
1,1.947,-3.0375
2,27.056,1.4285
1,1.5659,1.4768
2,-25.187,5.0141
2,11.393,4.4291
1,-5.5801,-1.5687
2,-4.0082,16.768
1,-1.823,-0.50046
1,0.6655,-2.2377
1,-2.4379,0.16578
1,-0.015792,0.032621
1,-3.248,3.6028
2,-14.882,-2.9961
2,-10.094,5.4655
1,0.20607,0.1398
2,-6.5766,9.6828
1,0.55711,0.35195
1,2.0603,-3.4394
1,-1.0694,-1.2857
1,-1.2845,0.040173
1,0.77407,-0.021133
2,7.3637,-6.4635
1,0.47946,0.88833
2,10.949,5.8582
1,-2.2235,-2.4805
2,2.3603,14.357
2,14.223,-7.7876
1,-1.6285,-0.6139
1,0.30761,-0.44853
1,-6.1756,-0.05918
1,0.47321,-1.5962
1,0.90742,1.4372
1,-2.1065,-2.9889
1,0.29328,0.13634
2,-3.5701,-4.9901
2,-10.938,-0.94514
2,-7.3786,13.223
2,-15.107,5.5299
2,-16.641,9.8715
2,21.307,14.376
1,-0.84327,1.4548
1,0.97292,0.66122
1,3.8336,1.5454
1,1.7934,-1.5331
2,23.14,1.0352
1,-1.7399,-1.669
1,-5.0822,-0.23745
1,-1.5013,-1.3873
2,11.747,-8.929
2,9.9398,-15.186
2,15.879,18.25
1,-1.0391,0.35758
1,-0.17086,0.26365
2,13.33,-0.30772
1,0.33552,-0.033291
2,-10.132,5.4356
2,15.452,-19.133
2,13.8,-5.785
2,-20.983,6.5768
2,16.311,20.261
2,0.67185,-7.2831
2,-0.172,-12.613
1,0.044678,-0.078163
2,-1.4501,-15.63
2,4.2497,12.815
2,-4.9876,-28.793
2,-16.135,-6.821
2,-9.8977,9.1711
1,0.079815,-0.045674
2,1.7897,14.464
1,2.8635,-1.2846
1,-7.2005,-4.4224
2,-14.602,-0.4214
1,-4.5942,3.2261
1,-0.08294,-0.14613
1,0.24664,9.9964
2,-12.697,18.155
2,-11.838,-10.14
2,1.6631,-11.384
2,-18.48,8.4732
2,-7.3186,7.2923
1,0.39395,2.7585
2,-1.7934,13.334
1,-1.681,-0.92026
2,6.5422,-11.161
2,-12.642,2.749
2,-11.56,16.551
1,-0.25617,-4.7999
2,-14.418,-2.0697
1,-0.010348,0.0014997
1,-0.48669,0.04024
1,0.18447,0.55411
1,0.03383,-0.1567
2,6.2375,10.682
2,2.1558,-7.4984
2,-14.913,-0.45867
1,-1.075,-1.8737
2,-20.61,10.037
1,2.8667,2.0983
1,-0.68894,0.65797
1,2.4484,1.6966
1,0.38563,-0.23896
1,6.9312,-2.015
2,5.2958,9.3149
2,-4.8259,5.7237
1,-1.1947,-0.67005
1,0.27644,2.0507
1,2.1487,-6.0019
1,-0.20072,0.17345
2,11.978,-8.7711
1,2.0019,2.5832
2,-8.0375,-9.8781
1,-1.3342,-0.35517
2,-0.97897,-32.344
1,0.11381,-0.18406
2,12.889,-4.1097
2,0.26247,9.7528
1,-0.18239,-2.1279
1,-0.00061426,0.0077493
2,7.0302,14.26
1,-0.59623,0.18139
1,-0.0915,-1.0075
1,0.40871,-0.38371
1,0.40463,0.2146
2,-20.767,-10.673
1,-1.3841,3.0191
2,3.6411,-12.949
1,-0.36733,0.39633
1,4.3336,0.83672
2,28.001,-6.3919
2,11.196,-7.2267
1,0.92205,-0.35407
2,3.7018,-15.469
2,1.6408,-6.3387
1,-3.3765,2.548
2,2.6029,16.788
1,3.1151,3.6458
2,-2.939,7.9972
2,1.3634,-15.514
2,12.034,4.2525
2,7.2937,7.2232
1,0.060273,0.39698
1,1.4682,0.2976
2,-21.617,7.4704
1,-1.2023,-0.35133
2,0.963,24.835
1,-0.29443,0.051643
1,-1.247,-0.38081
1,0.021785,-0.84042
2,-4.5718,-24.585
2,-11.806,-13.69
2,-10.978,3.9406
2,-14.018,-4.3856
1,0.61717,2.3893
1,3.753,1.7172
1,3.0772,3.2556
1,-1.2062,1.9298
1,-0.76274,0.2397
1,-1.2729,2.99
2,23.675,16.78
1,0.0060126,-1.0148
1,-0.25578,0.35378
2,9.1977,-1.8238
1,0.54465,-0.21139
2,13.191,-12.637
2,7.4265,15.037
2,-5.4306,23.506
2,-17.242,-2.3604
1,2.0454,-0.49356
1,0.089618,-0.83283
2,-12.315,-2.1847
1,-1.169,-1.7383
1,-0.4173,0.38258
1,-0.44695,-0.20129
1,0.36916,-0.34055
1,-0.66949,-0.0050172
2,-23.688,5.0871
2,-16.989,3.7091
1,0.90918,-3.7171
1,-1.4903,0.34374
2,-11.064,6.7096
2,11.739,-17.814
2,-12.987,11.433
2,8.524,-7.9872
1,-0.15202,-3.8635
2,0.073424,-24.477
1,-9.2485,-1.6195
2,-7.0047,0.48435
2,6.0017,7.5109
2,15.667,-3.4557
1,4.9298,-4.2558
